装備種別	進化段階	分岐キー	分岐名	役割	進化元ID	進化元	進化元ランク	進化先ID	進化先	進化先ランク	強装備の欠片	専用素材コード	専用素材名	専用素材数	入手先	備考
装飾	A→S	prayer	祈祷系	SPR	ACC_MIND_EARRING_A	大賢者の耳飾り	A	ACC_BR_PRAYER_S	祈りの聖鈴アークレア	S	10	MAT_BR_ACC_PRAYER_PATH	祈祷の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	wind	疾風系	SPD	ACC_MIND_EARRING_A	大賢者の耳飾り	A	ACC_BR_WIND_S	風精の羽飾りエルフィア	S	10	MAT_BR_ACC_WIND_PATH	疾風の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	luck	幸運系	LUK	ACC_MIND_EARRING_A	大賢者の耳飾り	A	ACC_BR_LUCK_S	港風の幸運鈴マリネス	S	10	MAT_BR_ACC_LUCK_PATH	幸運の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	balance	均衡系	全体少し	ACC_MIND_EARRING_A	大賢者の耳飾り	A	ACC_BR_BALANCE_S	調和の護石ルミナス	S	10	MAT_BR_ACC_BALANCE_PATH	均衡の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	power	腕力系	ATK	ACC_BALANCE_BRACELET_A	天命の腕輪	A	ACC_BR_POWER_S	鉄獅子の腕輪グランベルグ	S	10	MAT_BR_ACC_POWER_PATH	腕力の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	guard	守護系	DEF/HP	ACC_BALANCE_BRACELET_A	天命の腕輪	A	ACC_BR_GUARD_S	王盾の護符アークレア	S	10	MAT_BR_ACC_GUARD_PATH	守護の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	magic	魔力系	MAG	ACC_BALANCE_BRACELET_A	天命の腕輪	A	ACC_BR_MAGIC_S	魔導石ルミナス	S	10	MAT_BR_ACC_MAGIC_PATH	魔力の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	prayer	祈祷系	SPR	ACC_BALANCE_BRACELET_A	天命の腕輪	A	ACC_BR_PRAYER_S	祈りの聖鈴アークレア	S	10	MAT_BR_ACC_PRAYER_PATH	祈祷の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	wind	疾風系	SPD	ACC_BALANCE_BRACELET_A	天命の腕輪	A	ACC_BR_WIND_S	風精の羽飾りエルフィア	S	10	MAT_BR_ACC_WIND_PATH	疾風の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	luck	幸運系	LUK	ACC_BALANCE_BRACELET_A	天命の腕輪	A	ACC_BR_LUCK_S	港風の幸運鈴マリネス	S	10	MAT_BR_ACC_LUCK_PATH	幸運の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	balance	均衡系	全体少し	ACC_BALANCE_BRACELET_A	天命の腕輪	A	ACC_BR_BALANCE_S	調和の護石ルミナス	S	10	MAT_BR_ACC_BALANCE_PATH	均衡の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	power	腕力系	ATK	ACC_ADVENTURER_PROOF_A	救世者の証	A	ACC_BR_POWER_S	鉄獅子の腕輪グランベルグ	S	10	MAT_BR_ACC_POWER_PATH	腕力の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	guard	守護系	DEF/HP	ACC_ADVENTURER_PROOF_A	救世者の証	A	ACC_BR_GUARD_S	王盾の護符アークレア	S	10	MAT_BR_ACC_GUARD_PATH	守護の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	magic	魔力系	MAG	ACC_ADVENTURER_PROOF_A	救世者の証	A	ACC_BR_MAGIC_S	魔導石ルミナス	S	10	MAT_BR_ACC_MAGIC_PATH	魔力の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	prayer	祈祷系	SPR	ACC_ADVENTURER_PROOF_A	救世者の証	A	ACC_BR_PRAYER_S	祈りの聖鈴アークレア	S	10	MAT_BR_ACC_PRAYER_PATH	祈祷の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	wind	疾風系	SPD	ACC_ADVENTURER_PROOF_A	救世者の証	A	ACC_BR_WIND_S	風精の羽飾りエルフィア	S	10	MAT_BR_ACC_WIND_PATH	疾風の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	luck	幸運系	LUK	ACC_ADVENTURER_PROOF_A	救世者の証	A	ACC_BR_LUCK_S	港風の幸運鈴マリネス	S	10	MAT_BR_ACC_LUCK_PATH	幸運の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
装飾	A→S	balance	均衡系	全体少し	ACC_ADVENTURER_PROOF_A	救世者の証	A	ACC_BR_BALANCE_S	調和の護石ルミナス	S	10	MAT_BR_ACC_BALANCE_PATH	均衡の導石	3	エリア高位探索・強敵で入手する分岐進化素材。	A→Sは分岐。任意のA装飾品から系統選択する想定。
